data_variable_size,fdr,tpr,fpr,shd,nnz
80,0.12121212121212122,0.8405797101449275,0.002588159171789065,18,66
80,0.10909090909090909,0.7313432835820896,0.0019398642095053346,23,55
80,0.0963855421686747,0.8522727272727273,0.0026041666666666665,21,83
80,0.23,0.8461538461538461,0.007494297816878462,36,100
80,0.2,0.6111111111111112,0.003562176165803109,39,55
90,0.0759493670886076,0.7604166666666666,0.0015349194167306216,27,79
90,0.13402061855670103,0.9333333333333333,0.0033205619412515963,19,97
90,0.07058823529411765,0.8229166666666666,0.0015349194167306216,23,85
90,0.16901408450704225,0.6210526315789474,0.003069053708439898,48,71
90,0.0967741935483871,0.6363636363636364,0.0015317845289762573,38,62
90,0.05333333333333334,0.7717391304347826,0.0010222335803731152,24,75
90,0.14473684210526316,0.7065217391304348,0.002811142346026067,38,76
90,0.10256410256410256,0.7070707070707071,0.002048131080389145,34,78
100,0.038461538461538464,0.8241758241758241,0.0006174109899156205,19,78
100,0.025,0.7358490566037735,0.00041288191577208916,29,80
100,0.029411764705882353,0.7096774193548387,0.00041177681696520483,29,68
100,0.09302325581395349,0.7358490566037735,0.0016515276630883566,35,86
100,0.13592233009708737,0.7739130434782608,0.002895553257497415,38,103
100,0.0547945205479452,0.7582417582417582,0.0008232146532208273,26,73
100,0.11904761904761904,0.8409090909090909,0.0020567667626491155,23,84
100,0.010526315789473684,0.8103448275862069,0.0002068680182043856,23,95
100,0.11428571428571428,0.8857142857142857,0.002476780185758514,22,105
